Date,Temperature_C,Rainfall_mm,Arrivals_Tonnes,Min_Price,Max_Price,Modal_Price,Diesel_Price_Rs
2021-02-13,18.291668,0.0,15.0,560.0,650.0,600.0,78.51205479452055
2021-02-14,19.24375,0.0,15.0,560.0,650.0,600.0,78.51205479452055
2021-02-15,19.904163,0.6,16.0,560.0,670.0,600.0,78.72191780821917
2021-02-16,19.9,0.0,20.0,560.0,650.0,600.0,78.82684931506849
2021-02-17,19.72917,0.0,20.0,600.0,700.0,640.0,78.93178082191781
2021-02-18,19.285418,0.0,5.0,600.0,700.0,650.0,79.03671232876712
2021-02-19,19.366667,0.0,6.0,640.0,700.0,660.0,79.14164383561643
2021-02-20,18.472916,0.0,15.0,600.0,700.0,670.0,79.24657534246575
2021-02-21,19.945833,0.0,15.0,600.0,700.0,670.0,79.24657534246575
2021-02-22,21.116667,0.0,16.0,600.0,700.0,680.0,79.45643835616438
2021-02-23,21.900002,0.0,15.0,600.0,700.0,660.0,79.5613698630137
2021-02-24,23.177084,0.0,15.0,600.0,700.0,670.0,79.666301369863
2021-02-25,23.737501,0.0,10.0,600.0,700.0,660.0,79.77123287671233
2021-02-26,24.629168,0.0,12.0,600.0,730.0,680.0,79.87616438356164
2021-02-27,23.877083,0.0,15.0,700.0,760.0,720.0,79.98109589041096
2021-02-28,22.40625,0.0,15.0,700.0,760.0,720.0,79.98109589041096
2021-03-01,20.922915,0.0,16.0,700.0,800.0,720.0,80.19095890410958
2021-03-02,21.083334,0.0,20.0,600.0,700.0,680.0,80.2958904109589
2021-03-03,23.40625,0.0,15.0,670.0,760.0,700.0,80.40082191780822
2021-03-04,23.116667,0.0,20.0,650.0,740.0,700.0,80.50575342465753
2021-03-05,22.639582,0.0,20.0,650.0,750.0,700.0,80.61068493150685
2021-03-06,25.418753,0.0,25.0,600.0,760.0,700.0,80.71561643835616
2021-03-07,25.224998,0.0,25.0,600.0,760.0,700.0,80.71561643835616
2021-03-08,25.885416,0.0,20.0,670.0,760.0,700.0,80.92547945205479
2021-03-09,25.275002,0.0,20.0,650.0,750.0,700.0,81.0304109589041
2021-03-10,25.062502,0.0,15.0,650.0,750.0,700.0,81.13534246575342
2021-03-11,24.466667,0.2,15.0,670.0,760.0,700.0,81.24027397260274
2021-03-12,24.135416,2.6,16.0,600.0,760.0,700.0,81.34520547945205
2021-03-13,24.0,0.0,20.0,700.0,780.0,720.0,81.45013698630137
2021-03-14,25.164583,0.0,20.0,700.0,780.0,720.0,81.45013698630137
2021-03-15,25.093748,0.0,20.0,700.0,840.0,800.0,81.66
2021-03-16,25.408333,0.0,20.0,700.0,800.0,760.0,81.64468085106382
2021-03-17,26.697916,0.0,15.0,700.0,800.0,740.0,81.62936170212765
2021-03-18,26.414583,0.3,20.0,700.0,800.0,740.0,81.61404255319148
2021-03-19,26.420835,0.0,15.0,700.0,800.0,740.0,81.59872340425531
2021-03-20,26.495834,0.0,20.0,700.0,800.0,730.0,81.58340425531915
2021-03-21,26.918753,0.0,20.0,700.0,800.0,730.0,81.58340425531915
2021-03-22,26.447916,0.0,15.0,700.0,780.0,720.0,81.55276595744681
2021-03-23,25.891668,0.0,20.0,670.0,800.0,720.0,81.53744680851064
2021-03-24,25.495832,0.0,20.0,700.0,780.0,720.0,81.52212765957447
2021-03-25,24.56875,0.0,15.0,690.0,800.0,720.0,81.5068085106383
2021-03-26,25.522913,0.0,16.0,700.0,800.0,750.0,81.49148936170212
2021-03-27,27.327082,0.0,20.0,700.0,800.0,750.0,81.47617021276595
2021-03-28,29.352083,0.0,20.0,700.0,800.0,750.0,81.47617021276595
2021-03-29,30.570833,0.0,20.0,700.0,800.0,750.0,81.47617021276595
2021-03-30,29.912498,0.0,15.0,700.0,800.0,720.0,81.43021276595745
2021-03-31,27.758333,0.0,20.0,700.0,780.0,720.0,81.41489361702128
2021-04-01,26.552084,0.0,15.0,700.0,800.0,740.0,81.3995744680851
2021-04-02,26.25,0.0,15.0,700.0,800.0,720.0,81.38425531914893
2021-04-03,27.008337,0.0,16.0,600.0,760.0,700.0,81.36893617021276
2021-04-04,29.574999,0.0,16.0,600.0,760.0,700.0,81.36893617021276
2021-04-05,30.747915,0.0,15.0,700.0,800.0,750.0,81.33829787234042
2021-04-06,31.1875,0.0,15.0,700.0,800.0,750.0,81.33829787234042
2021-04-07,30.287497,0.0,10.0,700.0,840.0,790.0,81.30765957446808
2021-04-08,29.535416,0.0,12.0,730.0,850.0,790.0,81.29234042553192
2021-04-09,28.831251,0.0,12.0,700.0,880.0,800.0,81.27702127659575
2021-04-10,29.993752,0.0,14.0,700.0,900.0,800.0,81.26170212765958
2021-04-11,30.020834,0.0,14.0,700.0,900.0,800.0,81.26170212765958
2021-04-12,31.293749,0.0,14.0,700.0,900.0,800.0,81.26170212765958
2021-04-13,31.764582,0.0,14.0,760.0,850.0,800.0,81.21574468085106
2021-04-14,32.075,0.0,15.0,700.0,870.0,800.0,81.20042553191489
2021-04-15,32.37084,0.0,15.0,700.0,870.0,800.0,81.20042553191489
2021-04-16,31.127083,0.0,10.0,800.0,900.0,850.0,81.16978723404254
2021-04-17,30.44375,0.0,12.0,800.0,900.0,860.0,81.15446808510639
2021-04-18,30.541666,0.0,12.0,800.0,900.0,860.0,81.15446808510639
2021-04-19,32.337498,0.0,10.0,800.0,900.0,860.0,81.12382978723404
2021-04-20,30.227087,0.0,10.0,800.0,900.0,870.0,81.10851063829787
2021-04-21,28.874998,0.0,12.0,800.0,900.0,850.0,81.0931914893617
2021-04-22,30.447916,0.0,12.0,800.0,900.0,880.0,81.07787234042553
2021-04-23,29.5375,0.0,12.0,800.0,900.0,860.0,81.06255319148936
2021-04-24,29.414583,0.0,10.0,850.0,950.0,900.0,81.04723404255319
2021-04-25,30.035418,0.0,10.0,850.0,950.0,900.0,81.04723404255319
2021-04-26,32.341667,0.0,10.0,800.0,1000.0,900.0,81.01659574468084
2021-04-27,34.195835,0.0,6.0,800.0,1000.0,900.0,81.00127659574468
2021-04-28,33.643745,0.0,10.0,900.0,1000.0,920.0,80.98595744680851
2021-04-29,31.618753,0.0,10.0,800.0,1000.0,900.0,80.97063829787234
2021-04-30,31.935417,0.1,10.0,800.0,1000.0,900.0,80.95531914893617
2021-05-01,31.629166,0.1,12.0,800.0,1000.0,900.0,80.94
2021-05-02,30.870834,0.0,12.0,800.0,1000.0,900.0,80.94
2021-05-03,33.079166,0.0,15.0,800.0,950.0,900.0,80.94
2021-05-04,32.20208,0.0,16.0,800.0,980.0,900.0,80.94
2021-05-05,32.5375,0.0,10.0,800.0,1000.0,900.0,80.94
2021-05-06,30.56875,0.2,12.0,870.0,1000.0,920.0,80.94
2021-05-07,31.564577,0.0,10.0,890.0,1000.0,920.0,80.94
2021-05-08,32.33958,0.0,12.0,850.0,1000.0,920.0,80.94
2021-05-09,32.160416,0.0,12.0,850.0,1000.0,920.0,80.94
2021-05-10,31.793753,0.1,15.0,900.0,1000.0,950.0,80.94
2021-05-11,30.656252,0.2,15.0,900.0,1000.0,950.0,80.94
2021-05-12,28.477087,4.6,10.0,900.0,1050.0,950.0,80.94
2021-05-13,30.160418,0.0,14.0,900.0,1000.0,950.0,80.94
2021-05-14,31.679169,0.0,10.0,900.0,1000.0,960.0,80.94
2021-05-15,32.80417,0.0,10.0,900.0,1000.0,960.0,80.94
2021-05-16,30.531252,1.1,10.0,900.0,1000.0,960.0,80.94
2021-05-17,26.954163,1.3000001,10.0,900.0,1000.0,950.0,80.94
2021-05-18,24.372917,24.300003,12.0,900.0,1000.0,960.0,80.94
2021-05-19,26.052078,7.4999995,10.0,900.0,1000.0,950.0,80.94
2021-05-20,27.158333,0.0,11.0,900.0,1080.0,980.0,80.94
2021-05-21,28.649996,0.0,10.0,900.0,1000.0,960.0,80.94
2021-05-22,29.829172,0.0,12.0,900.0,1050.0,980.0,80.94
2021-05-23,30.102083,0.0,12.0,900.0,1050.0,980.0,80.94
2021-05-24,30.527084,0.0,12.0,900.0,1000.0,990.0,80.94
2021-05-25,30.66667,0.0,10.0,900.0,1030.0,990.0,80.94
2021-05-26,31.552084,0.0,12.0,900.0,1070.0,980.0,80.94
2021-05-27,29.731249,0.0,10.0,900.0,1030.0,980.0,80.94
2021-05-28,29.1625,0.0,10.0,900.0,1050.0,980.0,80.94
2021-05-29,30.933332,0.0,10.0,900.0,1060.0,980.0,80.94
2021-05-30,33.8125,0.1,10.0,900.0,1060.0,980.0,80.94
2021-05-31,33.01458,0.0,14.0,900.0,1050.0,980.0,80.94
2021-06-01,32.8,0.0,8.0,900.0,1050.0,980.0,85.56
2021-06-02,33.264587,0.0,12.0,900.0,1020.0,980.0,85.56
2021-06-03,34.125,0.1,12.0,900.0,1020.0,980.0,85.56
2021-06-04,32.529163,0.2,13.0,900.0,1020.0,980.0,85.56
2021-06-05,34.81042,0.0,10.0,900.0,1060.0,990.0,85.56
2021-06-06,36.02708,0.0,10.0,900.0,1060.0,990.0,85.56
2021-06-07,36.302082,0.0,14.0,900.0,1060.0,990.0,85.56
2021-06-08,36.662502,0.0,13.0,900.0,1050.0,990.0,85.56
2021-06-09,32.083332,1.1,12.0,900.0,1040.0,970.0,85.56
2021-06-10,31.0625,8.2,12.0,900.0,1050.0,980.0,85.56
2021-06-11,30.768751,5.7999997,14.0,900.0,1020.0,980.0,85.56
2021-06-12,29.775,0.0,10.0,900.0,1090.0,980.0,85.56
2021-06-13,28.002085,0.7,10.0,900.0,1090.0,980.0,85.56
2021-06-14,30.039583,1.4000001,12.0,900.0,1050.0,980.0,85.56
2021-06-15,30.666664,0.8,12.0,900.0,1020.0,980.0,85.56
2021-06-16,29.32292,20.300001,10.0,900.0,1020.0,980.0,85.56
2021-06-17,27.616667,4.2999997,10.0,900.0,1020.0,980.0,85.56
2021-06-18,26.743752,13.0,12.0,900.0,1020.0,970.0,85.56
2021-06-19,28.250002,1.8000002,12.0,920.0,1100.0,1020.0,85.56
2021-06-20,29.762499,0.8000001,12.0,920.0,1100.0,1020.0,85.56
2021-06-21,31.606249,0.0,10.0,1000.0,1100.0,1020.0,85.56
2021-06-22,31.49375,0.0,12.0,900.0,1020.0,980.0,85.56
2021-06-23,30.354166,0.90000004,10.0,900.0,1020.0,980.0,85.56
2021-06-24,31.00625,0.0,12.0,900.0,1020.0,980.0,85.56
2021-06-25,31.041662,0.3,1.0,900.0,1020.0,980.0,85.56
2021-06-26,31.504168,0.2,12.0,900.0,1020.0,960.0,85.56
2021-06-27,32.327084,0.3,12.0,900.0,1020.0,960.0,85.56
2021-06-28,35.77083,0.0,12.0,900.0,1000.0,980.0,85.56
2021-06-29,37.564587,0.0,12.0,1000.0,1100.0,1020.0,85.56
2021-06-30,37.337498,0.0,10.0,1000.0,1100.0,1020.0,85.56
2021-07-01,34.583332,9.3,12.0,1000.0,1100.0,1020.0,89.38
2021-07-02,32.283337,0.4,14.0,1000.0,1100.0,1040.0,89.38
2021-07-03,34.05833,0.0,15.0,1000.0,1100.0,1050.0,89.38
2021-07-04,34.693752,0.0,15.0,1000.0,1100.0,1050.0,89.38
2021-07-05,34.939583,0.2,8.0,1000.0,1100.0,1050.0,89.38
2021-07-06,36.74375,0.0,14.0,1000.0,1100.0,1020.0,89.38
2021-07-07,35.493748,0.1,12.0,1000.0,1100.0,1060.0,89.38
2021-07-08,31.708334,0.3,12.0,1000.0,1100.0,1050.0,89.38
2021-07-09,32.19583,0.70000005,14.0,900.0,1100.0,1020.0,89.38
2021-07-10,29.887497,14.900001,10.0,1000.0,1100.0,1050.0,89.38
2021-07-11,30.018747,3.7999997,10.0,1000.0,1100.0,1050.0,89.38
2021-07-12,32.31458,0.1,12.0,1000.0,1100.0,1060.0,89.38
2021-07-13,32.779167,0.2,12.0,990.0,1080.0,1020.0,89.38
2021-07-14,33.072914,0.70000005,14.0,1000.0,1100.0,1020.0,89.38
2021-07-15,33.814583,0.3,12.0,900.0,1060.0,1000.0,89.38
2021-07-16,34.20625,0.3,10.0,900.0,1070.0,1000.0,89.38
2021-07-17,28.650002,58.800003,14.0,1000.0,1100.0,1020.0,89.38
2021-07-18,27.397913,19.2,14.0,1000.0,1100.0,1020.0,89.38
2021-07-19,27.077082,36.099995,12.0,900.0,1090.0,1020.0,89.38
2021-07-20,28.37292,10.299999,12.0,1000.0,1100.0,1020.0,89.38
2021-07-21,27.918749,32.8,12.0,900.0,1100.0,1000.0,89.38
2021-07-22,29.170832,7.7,14.0,1000.0,1100.0,1020.0,89.38
2021-07-23,29.987497,10.100001,14.0,900.0,1000.0,980.0,89.38
2021-07-24,30.26667,1.1,14.0,900.0,1000.0,980.0,89.38
2021-07-25,29.483332,6.0999994,14.0,900.0,1000.0,980.0,89.38
2021-07-26,28.652079,27.2,14.0,900.0,1000.0,960.0,89.38
2021-07-27,26.62708,27.400002,14.0,900.0,1000.0,970.0,89.38
2021-07-28,27.050001,28.0,12.0,900.0,1000.0,960.0,89.38
2021-07-29,27.072914,12.4,14.0,900.0,1000.0,960.0,89.38
2021-07-30,28.320831,21.800003,12.0,900.0,1040.0,970.0,89.38
2021-07-31,27.402084,15.699999,14.0,900.0,1020.0,980.0,89.38
2021-08-01,27.65,10.800002,14.0,900.0,1020.0,980.0,89.38
2021-08-02,27.60833,1.3000002,14.0,900.0,1020.0,980.0,90.26
2021-08-03,27.72083,1.4000001,14.0,900.0,1000.0,980.0,90.26
2021-08-04,28.320831,2.3,14.0,900.0,1020.0,980.0,90.26
2021-08-05,28.887505,12.4,14.0,900.0,1020.0,980.0,90.26
2021-08-06,28.637503,10.8,12.0,900.0,1020.0,980.0,90.26
2021-08-07,28.160421,9.0,14.0,900.0,1000.0,980.0,90.26
2021-08-08,27.714582,11.700001,14.0,900.0,1000.0,980.0,90.26
2021-08-09,28.425001,2.8000002,14.0,900.0,1000.0,980.0,90.26
2021-08-10,30.064583,0.5,14.0,900.0,1020.0,980.0,90.26
2021-08-11,29.787498,0.0,12.0,900.0,1000.0,970.0,90.26
2021-08-12,29.772919,0.1,14.0,900.0,1050.0,1000.0,90.26
2021-08-13,29.758333,0.0,14.0,900.0,1040.0,1000.0,90.26
2021-08-14,29.68958,0.2,14.0,900.0,1000.0,980.0,90.26
2021-08-15,30.077085,0.0,14.0,900.0,1000.0,980.0,90.26
2021-08-16,30.547918,0.0,14.0,900.0,1050.0,1000.0,90.26
2021-08-17,30.108332,0.7,14.0,900.0,1000.0,980.0,90.26
2021-08-18,28.606249,7.4999995,14.0,900.0,1020.0,980.0,90.26
2021-08-19,26.933334,24.1,14.0,900.0,1050.0,980.0,90.26
2021-08-20,27.31458,12.899999,15.0,900.0,1020.0,980.0,90.26
2021-08-21,28.429167,3.9,16.0,900.0,1020.0,980.0,90.26
2021-08-22,28.933329,6.4,16.0,900.0,1020.0,980.0,90.26
2021-08-23,28.939583,2.1,14.0,900.0,1040.0,990.0,90.26
2021-08-24,29.839584,0.7,15.0,900.0,1020.0,980.0,90.26
2021-08-25,29.454163,0.0,10.0,900.0,1020.0,980.0,90.26
2021-08-26,28.281248,0.0,14.0,800.0,1000.0,920.0,90.26
2021-08-27,28.235418,0.2,14.0,900.0,1000.0,940.0,90.26
2021-08-28,27.883331,10.7,14.0,900.0,1000.0,940.0,90.26
2021-08-29,26.835417,14.4,14.0,900.0,1000.0,940.0,90.26
2021-08-30,27.29167,13.099999,14.0,800.0,980.0,880.0,90.26
2021-08-31,28.477083,3.6,12.0,800.0,920.0,880.0,90.26
2021-09-01,29.275,1.3000001,14.0,800.0,920.0,890.0,89.15
2021-09-02,28.464584,6.5999994,14.0,800.0,950.0,890.0,89.15
2021-09-03,28.012503,8.6,15.0,800.0,950.0,880.0,89.15
2021-09-04,29.093752,0.4,14.0,800.0,1000.0,920.0,89.15
2021-09-05,29.560415,2.1,14.0,800.0,1000.0,920.0,89.15
2021-09-06,29.262505,1.3000001,14.0,800.0,1000.0,920.0,89.15
2021-09-07,28.225,2.7,10.0,800.0,1000.0,920.0,89.15
2021-09-08,27.883331,6.0999994,14.0,800.0,1000.0,930.0,89.15
2021-09-09,26.7125,14.5,14.0,900.0,1000.0,940.0,89.15
2021-09-10,26.993752,16.1,15.0,900.0,1000.0,950.0,89.15
2021-09-11,27.952082,7.2999997,12.0,900.0,1000.0,940.0,89.15
2021-09-12,28.381248,7.1,12.0,900.0,1000.0,940.0,89.15
2021-09-13,28.722916,1.7,14.0,850.0,1050.0,950.0,89.15
2021-09-14,26.714582,21.0,4.0,800.0,1000.0,920.0,89.15
2021-09-15,24.460417,88.4,1.0,800.0,1000.0,930.0,89.15
2021-09-16,26.022917,7.7,22.0,850.0,1000.0,930.0,89.15
2021-09-17,27.4625,1.3000001,24.0,800.0,1020.0,920.0,89.15
2021-09-18,28.081247,0.0,22.0,900.0,1000.0,950.0,89.15
2021-09-19,28.433336,0.6,22.0,900.0,1000.0,950.0,89.15
2021-09-20,28.29167,4.4,25.0,900.0,1020.0,980.0,89.15
2021-09-21,27.658333,6.4999995,25.0,900.0,1000.0,950.0,89.15
2021-09-22,27.862501,0.5,26.0,900.0,1000.0,940.0,89.15
2021-09-23,26.206247,9.4,28.0,900.0,1020.0,960.0,89.15
2021-09-24,26.008337,19.800001,26.0,900.0,1000.0,950.0,89.15
2021-09-25,26.395834,9.5,26.0,900.0,1000.0,940.0,89.15
2021-09-26,28.51458,2.5,26.0,900.0,1000.0,940.0,89.15
2021-09-27,28.137499,3.8,25.0,900.0,1000.0,950.0,89.15
2021-09-28,28.052084,5.4,26.0,900.0,1000.0,950.0,89.15
2021-09-29,28.077082,0.2,25.0,900.0,1000.0,940.0,89.15
2021-09-30,28.420835,1.5999999,24.0,900.0,1000.0,940.0,89.15
2021-10-01,28.454168,0.4,25.0,900.0,1000.0,950.0,90.59
2021-10-02,28.65417,0.3,25.0,850.0,1050.0,950.0,90.59
2021-10-03,28.843748,1.7,25.0,850.0,1050.0,950.0,90.59
2021-10-04,28.595833,0.1,25.0,850.0,1050.0,950.0,90.59
2021-10-05,28.377083,0.8,25.0,900.0,1000.0,950.0,90.59
2021-10-06,27.929163,0.0,2.5,900.0,1000.0,950.0,90.59
2021-10-07,27.137503,0.0,28.0,900.0,1090.0,1000.0,90.59
2021-10-08,27.272919,0.0,40.0,950.0,1100.0,1020.0,90.59
2021-10-09,27.46875,0.0,26.0,1000.0,1100.0,1050.0,90.59
2021-10-10,27.812498,0.0,26.0,1000.0,1100.0,1050.0,90.59
2021-10-11,27.722918,0.0,26.0,1000.0,1100.0,1020.0,90.59
2021-10-12,26.6875,0.0,14.0,900.0,1090.0,1000.0,90.59
2021-10-13,25.404167,0.0,30.0,900.0,1100.0,1000.0,90.59
2021-10-14,26.008333,0.0,30.0,900.0,1100.0,1000.0,90.59
2021-10-15,27.466667,0.0,30.0,900.0,1100.0,1000.0,90.59
2021-10-16,27.729166,3.0,14.0,900.0,1100.0,1020.0,90.59
2021-10-17,24.779167,94.8,14.0,900.0,1100.0,1020.0,90.59
2021-10-18,24.787504,1.3000001,24.0,1000.0,1100.0,1020.0,90.59
2021-10-19,24.42083,0.0,14.0,1000.0,1100.0,1020.0,90.59
2021-10-20,23.975,0.0,15.0,1000.0,1100.0,1030.0,90.59
2021-10-21,23.470839,0.0,24.0,900.0,1100.0,1020.0,90.59
2021-10-22,23.847916,0.0,28.0,1000.0,1100.0,1060.0,90.59
2021-10-23,24.187502,0.7,14.0,1000.0,1100.0,1060.0,90.59
2021-10-24,23.135416,0.0,14.0,1000.0,1100.0,1060.0,90.59
2021-10-25,22.222918,0.0,15.0,1000.0,1100.0,1050.0,90.59
2021-10-26,20.591665,0.0,24.0,1000.0,1130.0,1070.0,90.59
2021-10-27,20.745832,0.0,14.0,1000.0,1120.0,1080.0,90.59
2021-10-28,21.12292,0.0,15.0,1200.0,1300.0,1260.0,90.59
2021-10-29,21.102083,0.0,15.0,1200.0,1300.0,1270.0,90.59
2021-10-30,20.766668,0.0,15.0,1200.0,1320.0,1270.0,90.59
2021-10-31,21.1625,0.0,15.0,1200.0,1320.0,1270.0,90.59
2021-11-01,20.562498,0.0,26.0,1200.0,1320.0,1280.0,98.91
2021-11-02,21.791664,0.0,14.0,1200.0,1320.0,1270.0,98.91
2021-11-03,21.410418,0.0,14.0,1200.0,1300.0,1260.0,98.91
2021-11-04,21.375,0.0,15.0,1200.0,1320.0,1280.0,98.91
2021-11-05,20.464582,0.0,15.0,1200.0,1320.0,1280.0,98.91
2021-11-06,20.7125,0.0,14.0,1200.0,1320.0,1280.0,98.91
2021-11-07,20.21667,0.0,14.0,1200.0,1320.0,1280.0,98.91
2021-11-08,19.808334,0.0,15.0,1200.0,1320.0,1290.0,98.91
2021-11-09,20.160416,0.0,20.0,1200.0,1350.0,1310.0,98.91
2021-11-10,20.725,0.0,13.0,1200.0,1400.0,1320.0,98.91
2021-11-11,20.652082,0.0,25.0,1240.0,1350.0,1300.0,98.91
2021-11-12,19.702085,0.0,25.0,1200.0,1400.0,1320.0,98.91
2021-11-13,18.941668,0.0,14.0,1200.0,1400.0,1330.0,98.91
2021-11-14,18.4,0.0,14.0,1200.0,1400.0,1330.0,98.91
2021-11-15,18.156248,0.0,15.0,1300.0,1400.0,1340.0,98.91
2021-11-16,18.558334,0.0,12.0,1300.0,1400.0,1340.0,98.91
2021-11-17,18.083336,0.0,14.0,1300.0,1400.0,1350.0,98.91
2021-11-18,18.789583,1.7,15.0,1200.0,1370.0,1330.0,98.91
2021-11-19,20.102083,10.4,16.0,1230.0,1400.0,1320.0,98.91
2021-11-20,20.122917,0.0,15.0,1300.0,1400.0,1340.0,98.91
2021-11-21,19.09375,0.0,15.0,1300.0,1400.0,1340.0,98.91
2021-11-22,17.550001,0.0,21.0,1200.0,1400.0,1350.0,98.91
2021-11-23,17.525002,0.0,14.0,1200.0,1360.0,1300.0,98.91
2021-11-24,18.164583,0.0,15.0,1200.0,1350.0,1300.0,98.91
2021-11-25,18.137499,0.0,16.0,1200.0,1390.0,1300.0,98.91
2021-11-26,17.891668,0.0,14.0,1100.0,1300.0,1200.0,98.91
2021-11-27,19.041666,0.0,14.0,1100.0,1290.0,1200.0,98.91
2021-11-28,18.35625,0.0,14.0,1100.0,1290.0,1200.0,98.91
2021-11-29,17.081251,0.0,15.0,1100.0,1250.0,1200.0,98.91
2021-11-30,17.479164,0.0,16.0,1100.0,1290.0,1200.0,98.91
2021-12-01,18.483332,0.0,16.0,1100.0,1250.0,1180.0,86.8
2021-12-02,19.433332,0.0,50.0,900.0,1000.0,940.0,86.8
2021-12-03,18.758333,0.0,26.0,900.0,1000.0,950.0,86.8
2021-12-04,18.877083,0.0,25.0,900.0,1000.0,900.0,86.8
2021-12-05,19.54375,0.0,25.0,900.0,1000.0,900.0,86.8
2021-12-06,17.725,0.0,26.0,900.0,1000.0,950.0,86.8
2021-12-07,16.189583,0.0,35.0,800.0,1000.0,900.0,86.8
2021-12-08,15.764584,0.0,55.0,860.0,1000.0,930.0,86.8
2021-12-09,15.393752,0.0,54.0,800.0,980.0,900.0,86.8
2021-12-10,15.202083,0.0,28.0,800.0,1000.0,900.0,86.8
2021-12-11,14.325001,0.0,55.0,800.0,1000.0,900.0,86.8
2021-12-12,14.339584,0.0,55.0,800.0,1000.0,900.0,86.8
2021-12-13,15.41875,0.0,46.0,800.0,1000.0,900.0,86.8
2021-12-14,16.6375,0.0,48.0,800.0,1000.0,920.0,86.8
2021-12-15,16.345835,0.2,48.0,880.0,1000.0,930.0,86.8
2021-12-16,15.664584,0.5,40.0,800.0,1000.0,900.0,86.8
2021-12-17,12.116666,0.0,24.0,800.0,1000.0,900.0,86.8
2021-12-18,11.587499,0.0,24.0,800.0,930.0,890.0,86.8
2021-12-19,11.152083,0.0,24.0,800.0,930.0,890.0,86.8
2021-12-20,12.074998,0.0,24.0,800.0,900.0,850.0,86.8
2021-12-21,13.085416,0.0,105.0,700.0,900.0,800.0,86.8
2021-12-22,15.041667,0.2,68.0,700.0,870.0,800.0,86.8
2021-12-23,14.654168,0.0,88.0,700.0,830.0,760.0,86.8
2021-12-24,14.879167,0.0,80.0,700.0,800.0,750.0,86.8
2021-12-25,14.727082,0.0,110.0,600.0,700.0,650.0,86.8
